time/time_elapsed,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss
6869,7,2160,-17.003771819999997,53407,30.34,0.00073,-26.70635986328125,0.015128477476537228,50406,4.392241477966309,-12.019220352172852
6916,7,2170,-16.87850099,53752,30.37,0.00073,13.542841911315918,0.015293360687792301,50751,4.067380905151367,-12.781566619873047
6959,7,2180,-16.86686197,54075,30.33,0.00073,2.5896267890930176,0.014525962062180042,51074,5.357498645782471,-10.776500701904297
7008,7,2190,-16.465940230000005,54436,29.81,0.00073,-11.38818645477295,0.01460158172994852,51435,4.065436363220215,-10.414102554321289
7053,7,2200,-16.912933020000004,54767,30.58,0.00073,-12.952889442443848,0.01565183699131012,51766,3.870725154876709,-10.61584186553955
7113,7,2210,-17.15107699,55203,32.04,0.00073,-13.734912872314453,0.014845709316432476,52202,3.6193885803222656,-10.955570220947266
7154,7,2220,-17.46318711,55504,32.88,0.00073,-5.470741271972656,0.015581073239445686,52503,3.6956863403320312,-11.147821426391602
7196,7,2230,-17.44158441,55816,33.22,0.00073,12.6458158493042,0.014977863989770412,52815,4.15186071395874,-13.426605224609375
7242,7,2240,-17.265329269999995,56155,33.48,0.00073,14.70684814453125,0.014358372427523136,53154,4.081616401672363,-12.764835357666016
7287,7,2250,-17.156790409999996,56483,33.42,0.00073,-8.546485900878906,0.014106577262282372,53482,3.307976722717285,-12.436567306518555
7324,7,2260,-17.22294025,56762,33.55,0.00073,-8.85993766784668,0.014446966350078583,53761,4.16485071182251,-11.20130729675293
7358,7,2270,-17.01149883,57008,32.56,0.00073,-13.69212818145752,0.01449755672365427,54007,4.12143087387085,-11.105021476745605
7391,7,2280,-16.61372071,57252,31.77,0.00073,3.4011449813842773,0.01393013633787632,54251,5.187684535980225,-10.531760215759277
7416,7,2290,-15.758778069999996,57433,29.97,0.00073,-8.635055541992188,0.014059952460229397,54432,4.752101898193359,-9.526631355285645
7465,7,2300,-15.64818485,57797,30.3,0.00073,10.44017219543457,0.014042016118764877,54796,4.418813705444336,-11.449772834777832
7512,7,2310,-15.239372269999999,58144,29.41,0.00073,-3.899341106414795,0.013951155357062817,55143,4.104812145233154,-11.434974670410156
7548,7,2320,-15.124093639999998,58411,29.07,0.00073,11.905820846557617,0.014294145628809929,55410,4.41635799407959,-12.060311317443848
7589,7,2330,-15.34980482,58714,28.98,0.00073,-6.510622501373291,0.01346209179610014,55713,3.805345058441162,-12.181567192077637
7617,7,2340,-14.931120580000002,58918,27.63,0.00073,12.12826919555664,0.013514826074242592,55917,3.8135108947753906,-14.136335372924805
7650,7,2350,-14.58320007,59161,26.78,0.00073,-16.196325302124023,0.013695728033781052,56160,5.620427131652832,-10.700846672058105
7686,7,2360,-14.475981200000001,59427,26.65,0.00073,9.26611328125,0.013481846079230309,56426,4.5686492919921875,-12.948709487915039
7745,7,2370,-15.294432480000003,59858,28.5,0.00073,-3.779047966003418,0.01457242388278246,56857,4.212309837341309,-11.215659141540527
7807,7,2380,-16.2298864,60316,30.64,0.00073,8.230110168457031,0.014267356134951115,57315,4.216294288635254,-13.271768569946289
7858,7,2390,-17.13957291,60696,32.63,0.00073,-4.090537071228027,0.01371727604418993,57695,4.466003894805908,-10.466337203979492
7894,7,2400,-16.85616403,60963,31.66,0.00073,10.977201461791992,0.013303673826158047,57962,3.575949192047119,-12.311633110046387
7920,7,2410,-16.37429807,61156,30.12,0.00073,-1.3552985191345215,0.013479653745889664,58155,3.330115556716919,-11.612553596496582
7970,7,2420,-16.854354670000003,61519,31.08,0.00073,-7.930078506469727,0.013909128494560719,58518,3.906372547149658,-9.65849494934082
8038,7,2430,-17.63711718,62026,33.12,0.00073,10.257061004638672,0.013865510001778603,59025,4.706093788146973,-13.040132522583008
8084,7,2440,-17.95034434,62368,34.5,0.00073,6.143704891204834,0.013215032406151295,59367,3.5971152782440186,-10.699251174926758
8130,7,2450,-18.25968948,62705,35.44,0.00073,8.686677932739258,0.012652617879211903,59704,4.458139419555664,-10.740259170532227
8164,7,2460,-18.29017865,62955,35.28,0.00073,-12.792959213256836,0.012211945839226246,59954,3.260659694671631,-9.818784713745117
8209,7,2470,-17.645948219999998,63284,34.26,0.00073,-38.80834197998047,0.01158449798822403,60283,3.091250419616699,-7.64180850982666
8245,7,2480,-16.65289744,63554,32.38,0.00073,1.3478753566741943,0.011137335561215878,60553,3.207207441329956,-9.743228912353516
8271,7,2490,-15.941147159999998,63742,30.46,0.00073,1.7103831768035889,0.011308170855045319,60741,3.3148179054260254,-9.633058547973633
8301,7,2500,-15.705583099999998,63963,30.0,0.00073,9.928317070007324,0.011372910812497139,60962,3.287140130996704,-9.483196258544922
8345,7,2510,-16.16282687,64285,31.29,0.00073,-12.956872940063477,0.011702919378876686,61284,3.2216105461120605,-8.155862808227539
8390,7,2520,-16.016321709999996,64617,30.98,0.00073,-10.323407173156738,0.011667320504784584,61616,3.6301183700561523,-8.065770149230957
8446,7,2530,-15.92232459,65030,30.04,0.00073,16.730327606201172,0.011437726207077503,62029,3.036834955215454,-10.07772159576416
8492,7,2540,-16.12608499,65375,30.07,0.00073,30.29313087463379,0.010676980018615723,62374,3.095313549041748,-8.379898071289062
8531,7,2550,-15.68041475,65663,29.58,0.00073,18.029258728027344,0.010924836620688438,62662,2.925395965576172,-8.52690315246582
8575,7,2560,-15.881025310000002,65989,30.34,0.00073,7.000646591186523,0.010647091083228588,62988,2.924851655960083,-7.9553914070129395
8611,7,2570,-15.685054379999997,66253,29.69,0.00073,-14.786752700805664,0.010202761739492416,63252,2.805643320083618,-7.641788482666016
8656,7,2580,-15.79000978,66579,30.25,0.00073,-3.6917271614074707,0.009593510068953037,63578,2.564603328704834,-8.182906150817871
8709,7,2590,-16.528270130000003,66967,32.25,0.00073,1.4210023880004883,0.009239055216312408,63966,2.373819351196289,-5.933401107788086
8752,7,2600,-16.71250706,67285,33.22,0.00073,13.53394889831543,0.0089563662186265,64284,2.303581714630127,-7.699968338012695
8800,7,2610,-16.64487877,67646,33.61,0.00073,11.009908676147461,0.008895638398826122,64645,2.3767342567443848,-6.112926006317139
8860,7,2620,-17.44624173,68083,34.66,0.00073,-0.26947593688964844,0.008723855949938297,65082,1.939245343208313,-5.613286018371582
8924,7,2630,-17.72266156,68555,35.25,0.00073,11.413433074951172,0.00876880157738924,65554,1.887742042541504,-5.91457462310791
8981,7,2640,-17.96373355,68983,36.08,0.00073,-7.225152969360352,0.008319051936268806,65982,1.9052481651306152,-3.649543523788452
9007,7,2650,-18.06619612,69169,35.06,0.00073,4.508350372314453,0.00814111065119505,66168,1.4888159036636353,-4.476045608520508
9041,7,2660,-17.81791703,69422,34.33,0.00073,-7.206873893737793,0.00790691003203392,66421,1.810622215270996,-3.43754506111145
9077,7,2670,-17.800107909999998,69680,34.27,0.00073,15.531251907348633,0.00765251275151968,66679,1.8986841440200806,-4.690973281860352
9121,7,2680,-17.954769669999997,70010,34.31,0.00073,0.718137264251709,0.007334745954722166,67009,1.6931679248809814,-3.073897123336792
9174,7,2690,-18.00406147,70403,34.36,0.00073,-5.818923473358154,0.007202602457255125,67402,1.328522801399231,-2.8497352600097656
9234,7,2700,-18.677800419999997,70836,35.51,0.00073,9.696686744689941,0.006861221976578236,67835,1.6725733280181885,-2.8028440475463867
9288,7,2710,-18.713327409999998,71233,35.87,0.00073,-19.687162399291992,0.006734006106853485,68232,1.5833101272583008,-2.318901538848877
9328,7,2720,-17.75456687,71521,34.38,0.00073,11.09400749206543,0.007049270439893007,68520,1.8000422716140747,-2.981114387512207
9374,7,2730,-17.105578589999997,71852,32.97,0.00073,-28.88205337524414,0.006502939388155937,68851,1.2806029319763184,-1.2919813394546509
9424,7,2740,-17.181716190000003,72205,32.22,0.00073,-7.42191219329834,0.006437931675463915,69204,1.285796880722046,-0.9501595497131348
9472,7,2750,-17.54481629,72559,33.9,0.00073,-23.127365112304688,0.006287690717726946,69558,1.295000672340393,-1.5793040990829468
9532,7,2760,-18.43685229,72990,35.68,0.00073,-11.007735252380371,0.005833582021296024,69989,1.1606251001358032,-0.9897340536117554
9580,7,2770,-18.69793294,73342,36.62,0.00073,-7.469916343688965,0.006112419534474611,70341,1.5601677894592285,-0.7635441422462463
9618,7,2780,-18.291043499999997,73620,36.1,0.00073,-15.539241790771484,0.005815168842673302,70619,0.9844589233398438,-1.0236214399337769
9668,7,2790,-18.177438699999996,73987,35.84,0.00073,9.11149787902832,0.005449701566249132,70986,1.1176438331604004,-0.493070513010025
9725,7,2800,-18.259710970000004,74409,35.73,0.00073,0.27815842628479004,0.005470574367791414,71408,1.1610381603240967,0.08752260357141495
9795,7,2810,-19.018193059999998,74912,36.79,0.00073,9.845983505249023,0.00522066093981266,71911,0.9389183521270752,0.05267754942178726
9849,7,2820,-19.457127189999998,75312,37.91,0.00073,0.29627323150634766,0.005120585206896067,72311,0.8347867727279663,0.8247392773628235
9909,7,2830,-19.54329791,75748,38.96,0.00073,0.653531551361084,0.004954900126904249,72747,0.7311944961547852,0.7503615617752075
9956,7,2840,-19.23112609,76095,38.9,0.00073,-24.152719497680664,0.004783719312399626,73094,0.5742185115814209,1.0949708223342896
9990,7,2850,-18.81720235,76347,37.88,0.00073,8.397883415222168,0.004553135484457016,73346,0.8119264841079712,0.8177164793014526
10036,7,2860,-18.13546115,76687,36.97,0.00073,-1.2860666513442993,0.0042695458978414536,73686,0.7572808265686035,1.4466952085494995
10093,7,2870,-18.46212235,77101,37.59,0.00073,15.053157806396484,0.004264111630618572,74100,0.7188186645507812,1.7760391235351562
10130,7,2880,-18.42485811,77375,37.55,0.00073,-7.052964210510254,0.00411426043137908,74374,0.6254543662071228,2.131418466567993
10160,7,2890,-17.47198764,77591,36.04,0.00073,14.392599105834961,0.0038083000108599663,74590,0.4969630539417267,2.0266261100769043
10190,7,2900,-16.270469110000004,77815,34.06,0.00073,-5.232182502746582,0.0035312618128955364,74814,0.48980677127838135,2.1402735710144043
10233,7,2910,-15.384792560000003,78127,32.15,0.00073,-7.348948955535889,0.0033906642347574234,75126,0.38906794786453247,2.4556493759155273
10276,7,2920,-15.100346020000002,78440,31.28,0.00073,4.186646461486816,0.003340423107147217,75439,0.47782590985298157,2.7081778049468994
10319,7,2930,-14.70531883,78758,30.1,0.00073,10.46377182006836,0.0032008145935833454,75757,0.4483282268047333,2.7623770236968994
10350,7,2940,-14.129318460000002,78986,28.91,0.00073,2.1250901222229004,0.003104996867477894,75985,0.46280884742736816,3.0161163806915283
10392,7,2950,-14.200153920000002,79288,29.41,0.00073,7.638351917266846,0.0031816670671105385,76287,0.49394387006759644,3.256685495376587
10443,7,2960,-14.213918930000002,79662,29.75,0.00073,18.297794342041016,0.0030906328465789557,76661,0.4112186133861542,3.5278286933898926
10495,7,2970,-14.0715823,80047,29.46,0.00073,21.089744567871094,0.002914438722655177,77046,0.4798712134361267,3.782480239868164
10545,7,2980,-14.72417282,80413,30.38,0.00073,-1.0389795303344727,0.002786933211609721,77412,0.4001811146736145,3.6551902294158936
10596,7,2990,-15.53193354,80789,31.98,0.00073,5.995637893676758,0.002724467543885112,77788,0.5046656727790833,4.136593818664551
10643,7,3000,-16.20410857,81133,33.18,0.00073,11.879703521728516,0.0025680933613330126,78132,0.45395803451538086,3.9449594020843506
10670,7,3010,-15.51987795,81328,32.01,0.00073,6.064138412475586,0.002646001288667321,78327,0.42331770062446594,3.8157691955566406
10693,7,3020,-14.52176412,81490,30.5,0.00073,-11.061720848083496,0.0027440451085567474,78489,0.3336442708969116,4.093173027038574
10716,7,3030,-13.71555339,81659,29.01,0.00073,-23.221323013305664,0.0026756140869110823,78658,0.3020791709423065,3.3130152225494385
10745,7,3040,-13.39301498,81864,28.78,0.00073,-7.482492446899414,0.002548809628933668,78863,0.38338369131088257,4.060550689697266
10776,7,3050,-13.10489955,82088,28.0,0.00073,-14.352843284606934,0.00238253572024405,79087,0.35879218578338623,4.337118148803711
10839,7,3060,-13.64655698,82543,28.81,0.00073,6.156040191650391,0.002404617378488183,79542,0.3333325982093811,4.007223606109619
10882,7,3070,-13.387749109999998,82855,28.08,0.00073,-17.070356369018555,0.0022393467370420694,79854,0.29811859130859375,4.332176208496094
10931,7,3080,-13.154231760000002,83215,28.02,0.00073,2.6880531311035156,0.002219414571300149,80214,0.31926873326301575,4.523253440856934
10967,7,3090,-12.51532841,83479,26.9,0.00073,-16.22149658203125,0.0021649235859513283,80478,0.30935138463974,4.457091808319092
11009,7,3100,-11.99667415,83784,26.51,0.00073,13.474766731262207,0.0020086837466806173,80783,0.29595017433166504,4.670661926269531
11062,7,3110,-12.62072603,84162,28.34,0.00073,-3.7606892585754395,0.0019677462987601757,81161,0.2650585174560547,4.636436462402344
11099,7,3120,-13.010380029999997,84435,29.45,0.00073,-12.015981674194336,0.0019074060255661607,81434,0.22615569829940796,4.53825569152832
11131,7,3130,-13.20520349,84665,30.06,0.00073,5.1099066734313965,0.0019406155915930867,81664,0.23581989109516144,4.8786396980285645
11160,7,3140,-13.211471450000001,84878,30.14,0.00073,-4.595773220062256,0.0018447296461090446,81877,0.21856141090393066,4.773334980010986
11193,7,3150,-12.960618030000001,85115,30.27,0.00073,5.720607757568359,0.0018120805034413934,82114,0.2333047240972519,5.1215314865112305
11230,7,3160,-11.701107300000004,85387,28.44,0.00073,-3.325671911239624,0.0018566306680440903,82386,0.21128687262535095,4.929299354553223
11270,7,3170,-11.258738869999997,85673,28.18,0.00073,-3.141068935394287,0.0017547507304698229,82672,0.20593850314617157,4.861158847808838
11317,7,3180,-11.17619763,86018,28.03,0.00073,-3.028491973876953,0.0016941385110840201,83017,0.18954798579216003,5.155000686645508
11353,7,3190,-11.12099558,86283,28.04,0.00073,3.6904335021972656,0.0016852226108312607,83282,0.19069263339042664,4.95149564743042
11395,7,3200,-10.958151399999998,86573,27.89,0.00073,-19.922988891601562,0.0016434990102425218,83572,0.1879090666770935,5.01262092590332
11438,7,3210,-10.646359249999998,86870,27.08,0.00073,-0.9233217239379883,0.001625700737349689,83869,0.20419538021087646,5.266846656799316
11471,7,3220,-10.416386699999999,87099,26.64,0.00073,-5.690242767333984,0.001657096203416586,84098,0.18889889121055603,5.059680461883545
11508,7,3230,-10.5767748,87364,26.99,0.00073,12.211599349975586,0.0016688646283000708,84363,0.1898118555545807,5.19529390335083
11536,7,3240,-10.713135949999998,87568,26.9,0.00073,-2.9745306968688965,0.0016181361861526966,84567,0.17962530255317688,5.103654384613037
11572,7,3250,-10.766749950000001,87827,27.12,0.00073,-0.7702875137329102,0.0014718867605552077,84826,0.14198839664459229,5.3978190422058105
11604,7,3260,-10.60895191,88060,26.73,0.00073,12.170413970947266,0.0014751146081835032,85059,0.1669483780860901,5.3948869705200195
11649,7,3270,-10.706841480000001,88386,27.13,0.00073,4.343839645385742,0.00150782719720155,85385,0.15075337886810303,5.382180690765381
11683,7,3280,-10.138773220000001,88630,26.12,0.00073,-1.9022295475006104,0.001500857761129737,85629,0.15811875462532043,5.279984474182129
11713,7,3290,-9.97212904,88853,25.7,0.00073,0.6848183870315552,0.0015060955192893744,85852,0.17032760381698608,5.358496189117432
11752,7,3300,-9.939340630000002,89129,25.56,0.00073,18.02149200439453,0.0015209545381367207,86128,0.16242384910583496,5.312806129455566
11801,7,3310,-10.194699059999998,89488,26.18,0.00073,5.156564235687256,0.0014657073188573122,86487,0.14266452193260193,5.357370853424072
11855,7,3320,-10.777232730000001,89881,27.82,0.00073,17.012741088867188,0.0014507528394460678,86880,0.16856218874454498,5.550642013549805
11887,7,3330,-10.5703553,90118,27.54,0.00073,9.041313171386719,0.001477238954976201,87117,0.1523503065109253,5.4213666915893555
11919,7,3340,-10.488891920000004,90346,27.78,0.00073,4.448056697845459,0.0014646733179688454,87345,0.1400894820690155,5.304277420043945
11944,7,3350,-10.51254988,90533,27.06,0.00073,-2.2161521911621094,0.0015361198456957936,87532,0.12830528616905212,5.190732002258301
11968,7,3360,-10.681249180000002,90704,26.44,0.00073,4.996171951293945,0.0014907864388078451,87703,0.12676087021827698,5.441597938537598
11991,7,3370,-10.28733245,90877,24.91,0.00073,-6.596208572387695,0.0014363480731844902,87876,0.15303169190883636,5.340696334838867
12025,7,3380,-10.137622529999998,91123,24.93,0.00073,16.52112579345703,0.001383863273076713,88122,0.13323736190795898,5.136641502380371
12054,7,3390,-9.96515327,91332,24.79,0.00073,-22.580650329589844,0.0014312266139313579,88331,0.09650668501853943,4.997799396514893
12078,7,3400,-9.666646170000002,91512,23.83,0.00073,-0.6150859594345093,0.0013998294016346335,88511,0.12907561659812927,5.155175685882568
12105,7,3410,-9.035943570000002,91708,22.2,0.00073,-5.830498695373535,0.0014020504895597696,88707,0.1310313194990158,5.21530294418335
12136,7,3420,-8.43964838,91933,20.52,0.00073,-5.865447998046875,0.0013637403026223183,88932,0.12025834619998932,5.252570629119873
12175,7,3430,-8.54033465,92215,20.97,0.00073,-21.016006469726562,0.001407971023581922,89214,0.10251252353191376,5.1548614501953125
12210,7,3440,-8.61011035,92467,21.21,0.00073,-12.43901252746582,0.0013180180685594678,89466,0.1292559802532196,5.170058727264404
12237,7,3450,-8.620089759999999,92662,21.29,0.00073,0.8237013816833496,0.0013581754174083471,89661,0.13898804783821106,5.241589546203613
12265,7,3460,-8.50917098,92861,21.57,0.00073,8.521150588989258,0.001333541702479124,89860,0.12366198003292084,5.356270790100098
12294,7,3470,-8.438579820000001,93073,21.96,0.00073,21.265554428100586,0.0013829028466716409,90072,0.10561735183000565,5.37858247756958
12320,7,3480,-8.435682579999998,93269,21.46,0.00073,-14.645854949951172,0.001403403002768755,90268,0.08838610351085663,5.089296340942383
12353,7,3490,-8.462238330000002,93507,21.75,0.00073,1.5908269882202148,0.0013576904311776161,90506,0.1112150326371193,5.595088005065918
12383,7,3500,-8.49990348,93728,22.16,0.00073,1.5221433639526367,0.0013199117965996265,90727,0.12051558494567871,5.39461612701416
12411,7,3510,-8.33259176,93927,22.19,0.00073,-5.438340187072754,0.001302627264522016,90926,0.11501865833997726,5.299415111541748
