time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/critic_loss
15044,7,115263,67.95,-131.80656876,2140,0.05070514604449272,0.00073,112262,-41.50287628173828,0.17852306365966797,57.613258361816406
15123,7,115847,66.59,-142.43131501,2150,0.052287306636571884,0.00073,112846,-36.51902389526367,-7.527859687805176,58.282569885253906
15209,7,116474,66.53,-156.13893736,2160,0.05454254895448685,0.00073,113473,-55.806495666503906,-0.5793725252151489,60.408607482910156
15273,7,116953,64.42,-175.44649962,2170,0.05305677279829979,0.00073,113952,-68.09481048583984,2.7365262508392334,84.10626220703125
15353,7,117547,64.27,-165.51675044999996,2180,0.054648857563734055,0.00073,114546,-37.21334457397461,2.907949447631836,73.2865219116211
15437,7,118173,63.22,-159.85744760999998,2190,0.0510040707886219,0.00073,115172,-36.20931625366211,8.705175399780273,69.00807189941406
15515,7,118756,62.24,-156.47819248,2200,0.051517847925424576,0.00073,115755,-53.98040008544922,-1.064644694328308,65.27136993408203
15605,7,119424,61.89,-156.94631726,2210,0.05262931063771248,0.00073,116423,-55.88991928100586,7.378879547119141,65.00985717773438
15704,7,120156,62.19,-143.52170989,2220,0.0523507222533226,0.00073,117155,-52.195457458496094,5.7906599044799805,73.40556335449219
15805,7,120858,62.43,-151.61965445,2230,0.05251353234052658,0.00073,117857,-28.316287994384766,1.6845332384109497,70.82062530517578
15885,7,121457,61.94,-164.9536941,2240,0.051836077123880386,0.00073,118456,-41.37022399902344,-13.55183219909668,62.23584747314453
15967,7,122070,62.23,-163.040573,2250,0.05223115161061287,0.00073,119069,-50.34344482421875,4.594394207000732,66.33956909179688
16051,7,122693,62.19,-163.30196195,2260,0.052950166165828705,0.00073,119692,-23.216022491455078,-4.327202320098877,65.1812973022461
16137,7,123344,63.91,-156.70368375,2270,0.04961422085762024,0.00073,120343,-34.2337646484375,-11.910482406616211,61.00341796875
16228,7,124016,64.69,-143.51733776,2280,0.04974568262696266,0.00073,121015,-63.05775451660156,-1.3267850875854492,60.822967529296875
16318,7,124686,65.13,-152.82494814999995,2290,0.05137025937438011,0.00073,121685,-51.440277099609375,-2.142855405807495,75.47427368164062
16411,7,125390,66.34,-150.66554867000002,2300,0.051964037120342255,0.00073,122389,-39.1641845703125,-3.686610460281372,60.641353607177734
16501,7,126059,66.35,-155.28798227,2310,0.05058395490050316,0.00073,123058,-28.972881317138672,-5.370835304260254,68.91865539550781
16581,7,126648,64.92,-160.5676446,2320,0.05157453939318657,0.00073,123647,-23.649551391601562,-1.0552778244018555,85.73252868652344
16665,7,127273,64.15,-154.35774923999998,2330,0.05121210590004921,0.00073,124272,-58.838016510009766,7.304942607879639,79.701171875
16753,7,127934,64.77,-147.64475335,2340,0.054102230817079544,0.00073,124933,-50.776885986328125,4.10639762878418,69.79103088378906
16846,7,128626,65.56,-138.80951624999997,2350,0.05505351349711418,0.00073,125625,-40.74826431274414,-3.618211269378662,74.40988159179688
16928,7,129238,65.45,-122.57669609,2360,0.05326683074235916,0.00073,126237,-35.7564697265625,-2.7916066646575928,88.97987365722656
17009,7,129835,64.91,-123.80136785999998,2370,0.052207522094249725,0.00073,126834,-40.10224151611328,8.417540550231934,61.46238708496094
17097,7,130488,64.72,-134.35374002999998,2380,0.050725314766168594,0.00073,127487,-35.33556365966797,3.8274588584899902,72.14311218261719
17185,7,131137,64.51,-132.96954427,2390,0.052849821746349335,0.00073,128136,-55.7789306640625,8.707192420959473,88.24624633789062
17273,7,131786,63.96,-133.90438279000003,2400,0.05258511006832123,0.00073,128785,-34.80873489379883,-7.49367094039917,73.14620971679688
17362,7,132444,63.85,-129.88554732,2410,0.05208146944642067,0.00073,129443,-69.27884674072266,-3.522610902786255,77.71992492675781
17446,7,133068,64.2,-142.10597636,2420,0.050711385905742645,0.00073,130067,-32.73607635498047,7.002387046813965,74.96836853027344
17547,7,133805,65.32,-135.10130908,2430,0.050620581954717636,0.00073,130804,-44.041412353515625,-3.3263869285583496,68.6160659790039
17613,7,134268,63.34,-140.32113348,2440,0.05227426812052727,0.00073,131267,-42.904571533203125,5.2032551765441895,68.25853729248047
17709,7,134974,63.48,-144.88325396,2450,0.05286242440342903,0.00073,131973,-42.1323356628418,3.461297035217285,73.82121276855469
17797,7,135619,63.81,-161.99909306,2460,0.05313144624233246,0.00073,132618,-44.63134002685547,-2.691340923309326,79.30168151855469
17890,7,136311,64.76,-150.84303393000002,2470,0.053348105400800705,0.00073,133310,-56.36542892456055,-5.897899627685547,66.98138427734375
17967,7,136878,63.9,-149.20104643000002,2480,0.05330878123641014,0.00073,133877,-80.05724334716797,0.26245999336242676,77.20305633544922
18055,7,137530,63.93,-138.49887891999998,2490,0.05467638373374939,0.00073,134529,-48.73863220214844,7.526030540466309,76.81718444824219
18150,7,138247,64.61,-124.42140885999999,2500,0.05270833149552345,0.00073,135246,-52.196285247802734,-2.191047191619873,72.19502258300781
18246,7,138951,65.07,-102.90542525999999,2510,0.054098643362522125,0.00073,135950,-55.25322341918945,-2.916546583175659,66.68094635009766
18343,7,139670,66.02,-90.39446444999997,2520,0.05305920168757439,0.00073,136669,-72.79345703125,11.530893325805664,86.86180877685547
18438,7,140370,65.65,-103.85175603999998,2530,0.052783697843551636,0.00073,137369,-54.65001678466797,-8.590178489685059,70.81854248046875
18531,7,141053,67.85,-89.15074119,2540,0.052045200020074844,0.00073,138052,-50.268489837646484,6.833646297454834,69.26844787597656
18620,7,141705,67.31,-77.43548048,2550,0.05282563343644142,0.00073,138704,-74.7255630493164,6.013858795166016,85.89028930664062
18705,7,142332,67.13,-56.49439328999999,2560,0.05104999616742134,0.00073,139331,-46.5078239440918,-0.7629311084747314,72.70144653320312
18780,7,142890,65.79,-54.533605499999986,2570,0.05213579908013344,0.00073,139889,-56.394657135009766,0.3779100179672241,96.81111907958984
18875,7,143588,67.1,-47.347468750000004,2580,0.051589224487543106,0.00073,140587,-40.721153259277344,-12.550676345825195,82.83341217041016
18971,7,144303,67.73,-39.58000004999999,2590,0.053474023938179016,0.00073,141302,-48.86250686645508,3.1609034538269043,72.95136260986328
19061,7,144975,67.28,-45.42852674999999,2600,0.053122133016586304,0.00073,141974,-37.42503356933594,-7.803218841552734,74.4292984008789
19154,7,145664,67.13,-77.13382879000001,2610,0.055233340710401535,0.00073,142663,-45.2780647277832,1.9476735591888428,68.49801635742188
19250,7,146375,67.05,-67.9440679,2620,0.05488964542746544,0.00073,143374,-57.261756896972656,10.761436462402344,86.77462768554688
19342,7,147056,66.86,-80.81329720999999,2630,0.05409606546163559,0.00073,144055,-46.303924560546875,4.591609001159668,83.22998809814453
19430,7,147679,66.26,-92.69017457,2640,0.05434101074934006,0.00073,144678,-38.73461151123047,3.4698259830474854,60.74565887451172
19526,7,148372,66.67,-89.53833583999996,2650,0.05225735902786255,0.00073,145371,-54.03841018676758,-5.150475025177002,89.12393188476562
19619,7,149055,67.23,-99.05653421999999,2660,0.05278966575860977,0.00073,146054,-71.41233825683594,6.641451835632324,73.18122863769531
19718,7,149775,68.85,-92.13490556999999,2670,0.05232706293463707,0.00073,146774,-71.56543731689453,0.766608715057373,83.61062622070312
19799,7,150370,67.82,-113.33235819,2680,0.05252512916922569,0.00073,147369,-68.96302032470703,6.116426467895508,66.21734619140625
19883,7,150996,66.93,-130.45835572,2690,0.051471106708049774,0.00073,147995,-26.906755447387695,4.725472450256348,79.83924865722656
19975,7,151684,67.09,-133.87717729,2700,0.05085368454456329,0.00073,148683,-46.19183349609375,0.4294314384460449,76.02116394042969
20069,7,152381,67.17,-122.27117957,2710,0.04843796789646149,0.00073,149380,-50.364803314208984,4.515379905700684,73.52469635009766
20165,7,153096,67.21,-121.21984441,2720,0.04877738654613495,0.00073,150095,-54.513404846191406,2.3419556617736816,55.58793640136719
20252,7,153744,66.88,-102.07269351999999,2730,0.049078021198511124,0.00073,150743,-25.173072814941406,-11.331596374511719,68.09020233154297
20341,7,154397,67.18,-89.54198931,2740,0.05075719207525253,0.00073,151396,-56.433738708496094,1.8098456859588623,83.60835266113281
20425,7,155012,66.4,-104.19953200999998,2750,0.05088752508163452,0.00073,152011,-50.49654006958008,-5.136614799499512,70.8006362915039
20505,7,155609,65.54,-100.01423077,2760,0.051598042249679565,0.00073,152608,-50.51262283325195,7.9806623458862305,83.54539489746094
20601,7,156328,65.53,-100.97343735,2770,0.05014284700155258,0.00073,153327,-51.90507507324219,-5.579375267028809,67.030029296875
20697,7,157040,66.7,-84.37827421,2780,0.051178161054849625,0.00073,154039,-39.839088439941406,0.37307631969451904,88.20591735839844
20790,7,157732,67.36,-72.63611941999999,2790,0.05070854350924492,0.00073,154731,-64.89954376220703,-9.279386520385742,69.6213607788086
20882,7,158418,67.34,-65.734583,2800,0.05182558670639992,0.00073,155417,-38.57908630371094,-7.644443988800049,69.3984146118164
20966,7,159048,66.67,-58.76559734000001,2810,0.052957575768232346,0.00073,156047,-62.43241500854492,3.9179701805114746,74.19596099853516
21057,7,159732,66.36,-65.13457475999999,2820,0.05166797712445259,0.00073,156731,-32.2421989440918,4.496031284332275,82.03633117675781
21142,7,160359,66.15,-60.06305433000001,2830,0.05423188954591751,0.00073,157358,-65.91460418701172,6.775114059448242,90.48030090332031
21240,7,161074,66.77,-57.229608000000006,2840,0.05232948437333107,0.00073,158073,-36.08733367919922,3.0660343170166016,72.08824157714844
21340,7,161783,67.71,-50.97195121,2850,0.054776549339294434,0.00073,158782,-72.87942504882812,10.030713081359863,82.260498046875
21424,7,162423,68.14,-50.43700258999999,2860,0.05357607454061508,0.00073,159422,-78.50807189941406,-3.719654083251953,69.74989318847656
21523,7,163160,68.32,-49.38879606,2870,0.054531797766685486,0.00073,160159,-73.86692810058594,2.604215383529663,85.63431549072266
21611,7,163813,67.73,-48.08004911000002,2880,0.05312449112534523,0.00073,160812,-52.54959487915039,3.5462753772735596,76.28010559082031
21698,7,164469,67.37,-50.403798630000004,2890,0.05404849350452423,0.00073,161468,-75.33836364746094,9.005315780639648,86.47557067871094
21767,7,164976,65.58,-65.25018200000001,2900,0.0539347380399704,0.00073,161975,-69.39448547363281,-5.473669052124023,84.35467529296875
21856,7,165640,65.92,-63.18761262,2910,0.05449705570936203,0.00073,162639,-56.38690185546875,-2.9249651432037354,78.55082702636719
21958,7,166390,66.58,-64.82263972,2920,0.0528639480471611,0.00073,163389,-65.9352798461914,2.22357439994812,78.33861541748047
22057,7,167117,67.58,-63.386629899999996,2930,0.055876899510622025,0.00073,164116,-60.02619171142578,-5.987548828125,67.52344512939453
22160,7,167861,67.87,-67.80335297000002,2940,0.05317512899637222,0.00073,164860,-62.824256896972656,2.8083648681640625,95.02342224121094
22251,7,168539,67.56,-84.16047803,2950,0.05551498383283615,0.00073,165538,-61.287925720214844,0.05323755741119385,94.36152648925781
22339,7,169195,67.72,-83.26943675999999,2960,0.056614089757204056,0.00073,166194,-80.37117767333984,-2.0482702255249023,74.73393249511719
22433,7,169892,67.32,-82.03436656999999,2970,0.05701977014541626,0.00073,166891,-66.68231201171875,5.385833740234375,100.94270324707031
22523,7,170566,67.53,-87.27424708999999,2980,0.05504457652568817,0.00073,167565,-74.5974349975586,0.6015044450759888,84.69339752197266
22625,7,171316,68.47,-84.17024109999998,2990,0.05500073358416557,0.00073,168315,-52.4947509765625,-4.58441162109375,105.04127502441406
22714,7,171970,69.94,-76.89608822,3000,0.05533347278833389,0.00073,168969,-74.87848663330078,13.069829940795898,81.49807739257812
22808,7,172658,70.18,-75.35068254000001,3010,0.054712750017642975,0.00073,169657,-62.74800491333008,8.176115989685059,66.88682556152344
22901,7,173329,69.39,-76.44811986,3020,0.05283904820680618,0.00073,170328,-56.18123245239258,4.108520984649658,80.83277130126953
22997,7,174032,69.15,-81.07678366,3030,0.05415301024913788,0.00073,171031,-75.64405822753906,0.974392294883728,104.5491943359375
23091,7,174729,68.68,-72.21069174000002,3040,0.05420391634106636,0.00073,171728,-72.10186767578125,-5.6561689376831055,91.81411743164062
23173,7,175310,67.71,-58.36519152999999,3050,0.05213214457035065,0.00073,172309,-58.94932556152344,8.025736808776855,90.59972381591797
23270,7,175983,67.88,-54.155325479999995,3060,0.05281369760632515,0.00073,172982,-70.68148040771484,-0.34799444675445557,102.2672119140625
23363,7,176670,67.78,-55.83078506,3070,0.054534513503313065,0.00073,173669,-65.6563491821289,3.4223217964172363,86.79045104980469
23455,7,177349,67.83,-50.13186485,3080,0.05475025251507759,0.00073,174348,-73.08036804199219,-3.0677247047424316,89.23774719238281
23535,7,177946,66.3,-60.043760070000005,3090,0.056181900203228,0.00073,174945,-80.03385162353516,-2.1314382553100586,82.55492401123047
23623,7,178595,66.25,-68.66305778,3100,0.0561748668551445,0.00073,175594,-68.4767074584961,-3.5705032348632812,66.91242980957031
23715,7,179271,66.13,-69.11764688,3110,0.05411968380212784,0.00073,176270,-71.58442687988281,6.738185882568359,91.68338775634766
23803,7,179920,65.91,-75.41221016,3120,0.05359916016459465,0.00073,176919,-76.09331512451172,-1.6425257921218872,73.04725646972656
23901,7,180654,66.22,-57.77850083000001,3130,0.05624999850988388,0.00073,177653,-64.49891662597656,-1.4879313707351685,82.91838073730469
23993,7,181333,66.04,-51.90948179,3140,0.0535384826362133,0.00073,178332,-81.312744140625,2.6002159118652344,93.98756408691406
24088,7,182034,67.24,-32.46466926000001,3150,0.05513954162597656,0.00073,179033,-90.5020523071289,13.160741806030273,111.93655395507812
24187,7,182764,67.81,-29.876517600000007,3160,0.05326344072818756,0.00073,179763,-62.78485870361328,-3.925863742828369,86.18379211425781
24277,7,183437,67.67,-25.68646867,3170,0.054216429591178894,0.00073,180436,-84.43758392333984,-2.094675302505493,66.29915618896484
24376,7,184171,68.22,-0.5306857299999984,3180,0.05375462770462036,0.00073,181170,-99.23130798339844,5.237011909484863,91.56564331054688
24467,7,184845,68.99,12.876009970000005,3190,0.053937915712594986,0.00073,181844,-79.05467987060547,4.316224575042725,99.28333282470703
24569,7,185595,70.0,47.89268454999999,3200,0.05351261422038078,0.00073,182594,-82.72010040283203,5.565901756286621,98.77310943603516
24664,7,186296,70.25,45.30221413999999,3210,0.05266769602894783,0.00073,183295,-79.13252258300781,2.113492250442505,106.40556335449219
24763,7,187028,71.08,61.97244851000002,3220,0.05421783775091171,0.00073,184027,-76.18402099609375,6.090218544006348,80.18344116210938
24838,7,187580,69.26,47.322788290000005,3230,0.05279437080025673,0.00073,184579,-82.65178680419922,0.6510629653930664,64.972412109375
24924,7,188215,68.82,33.712214519999996,3240,0.0536273717880249,0.00073,185214,-65.57489013671875,12.586219787597656,89.9637451171875
25020,7,188922,68.88,20.784195710000002,3250,0.05006318539381027,0.00073,185921,-87.68516540527344,-9.399141311645508,84.77752685546875
25114,7,189591,68.27,32.284644289999996,3260,0.052441880106925964,0.00073,186590,-64.78610229492188,-8.344839096069336,65.14165496826172
25207,7,190259,68.22,20.663989759999996,3270,0.0517863966524601,0.00073,187258,-68.01834869384766,2.1273183822631836,71.69972229003906
25295,7,190894,67.23,1.7049690799999992,3280,0.05184437334537506,0.00073,187893,-88.31877899169922,-3.446655750274658,97.07738494873047
25388,7,191574,67.29,7.156177229999995,3290,0.052256759256124496,0.00073,188573,-66.62702178955078,-2.278611660003662,85.97576904296875
25489,7,192318,67.23,-1.4426798000000047,3300,0.05323318764567375,0.00073,189317,-75.12016296386719,3.197389602661133,95.10525512695312
25588,7,193037,67.41,-6.124071460000005,3310,0.05435885488986969,0.00073,190036,-91.27607727050781,1.6750937700271606,82.60004425048828
25668,7,193623,65.95,-17.21264203,3320,0.05537315830588341,0.00073,190622,-62.23344802856445,-5.716891765594482,84.52803039550781
25769,7,194373,67.93,3.2052777000000003,3330,0.054964158684015274,0.00073,191372,-68.00895690917969,0.23998737335205078,75.02117919921875
25870,7,195123,69.08,10.78104263,3340,0.05406308174133301,0.00073,192122,-69.09378814697266,-1.328220248222351,86.99531555175781
25971,7,195869,69.47,14.447739389999999,3350,0.05419401824474335,0.00073,192868,-66.56853485107422,-9.410685539245605,81.46439361572266
26067,7,196579,69.88,4.766758989999996,3360,0.055101629346609116,0.00073,193578,-80.27285766601562,-0.2859644889831543,77.43645477294922
26159,7,197266,70.07,17.01265327,3370,0.054307710379362106,0.00073,194265,-80.89041900634766,1.7529997825622559,82.23023986816406
26247,7,197920,70.26,7.44505002,3380,0.05573658272624016,0.00073,194919,-89.72077178955078,7.003144264221191,95.47552490234375
26336,7,198573,69.99,-3.6763116600000014,3390,0.054003577679395676,0.00073,195572,-76.8133316040039,3.601600170135498,103.25321960449219
26429,7,199255,69.37,-26.240649940000004,3400,0.0563342459499836,0.00073,196254,-88.55825805664062,1.085245966911316,79.24334716796875
26520,7,199919,68.82,-32.00899808,3410,0.054625071585178375,0.00073,196918,-82.52188873291016,-0.5372898578643799,86.50616455078125
26623,7,200669,70.46,-31.9223669,3420,0.053571730852127075,0.00073,197668,-107.61970520019531,6.301412105560303,86.37923431396484
26715,7,201358,69.85,-34.169815220000004,3430,0.054630592465400696,0.00073,198357,-92.69347381591797,2.2696080207824707,95.49613189697266
26815,7,202070,69.47,-25.083512580000004,3440,0.05435677990317345,0.00073,199069,-79.86152648925781,-5.838478088378906,81.9712905883789
26897,7,202673,68.04,-41.04368978,3450,0.05471332371234894,0.00073,199672,-73.86904907226562,-6.718836784362793,81.2379150390625
26993,7,203380,68.01,-35.98534282,3460,0.054704051464796066,0.00073,200379,-79.6477279663086,-9.737348556518555,84.39224243164062
27089,7,204086,68.2,-41.6570978,3470,0.05392725393176079,0.00073,201085,-71.0659408569336,0.7911238670349121,78.1135482788086
27188,7,204791,68.71,-4.260434280000001,3480,0.05414113402366638,0.00073,201790,-56.16511535644531,-7.488195419311523,94.7183837890625
27288,7,205504,69.31,5.746122179999998,3490,0.055412765592336655,0.00073,202503,-85.140625,-1.9048306941986084,86.89329528808594
