time/time_elapsed,time/fps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/ent_coef_loss,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
24879,7,579.26351681,1870,100.0,187000,0.04179242253303528,1.089516282081604,183999,-254.3126678466797,14.362648010253906,0.00073
25016,7,491.8978018199999,1880,100.0,188000,0.026076149195432663,-15.50709056854248,184999,-255.25350952148438,6.074100494384766,0.00073
25153,7,447.80509387999996,1890,100.0,189000,0.0238066203892231,-0.11606788635253906,185999,-223.86436462402344,2.8222737312316895,0.00073
25290,7,449.19625539000003,1900,100.0,190000,0.02568298578262329,-2.4396278858184814,186999,-195.04428100585938,4.185153007507324,0.00073
25426,7,451.0259240500001,1910,100.0,191000,0.02748803049325943,7.287956237792969,187999,-199.05178833007812,4.018507480621338,0.00073
25562,7,452.1173294999999,1920,100.0,192000,0.02728882245719433,4.943243503570557,188999,-203.36093139648438,3.077561378479004,0.00073
25700,7,450.04930490000004,1930,100.0,193000,0.028138387948274612,-0.4673159122467041,189999,-203.53163146972656,3.4457757472991943,0.00073
25837,7,452.45923734,1940,100.0,194000,0.028064260259270668,2.504990577697754,190999,-201.6811065673828,4.311492919921875,0.00073
25973,7,452.20759648000006,1950,100.0,195000,0.02844541147351265,-0.5391205549240112,191999,-204.01016235351562,2.993260622024536,0.00073
26110,7,452.89427538,1960,100.0,196000,0.027914486825466156,2.2679150104522705,192999,-203.9128875732422,3.217015266418457,0.00073
26248,7,500.65633802000013,1970,100.0,197000,0.02736086957156658,-8.849063873291016,193999,-199.59136962890625,3.347597360610962,0.00073
26384,7,590.56290126,1980,100.0,198000,0.02836991287767887,-3.869652271270752,194999,-204.04998779296875,3.794323205947876,0.00073
26522,7,637.09320572,1990,100.0,199000,0.028207989409565926,-0.3311116099357605,195999,-210.52713012695312,2.5188541412353516,0.00073
26660,7,641.30427392,2000,100.0,200000,0.02755013108253479,-4.753604888916016,196999,-203.29246520996094,3.66928768157959,0.00073
26798,7,643.6734772399999,2010,100.0,201000,0.027856213971972466,-0.7030482888221741,197999,-204.09628295898438,3.3258473873138428,0.00073
26936,7,643.58513493,2020,100.0,202000,0.02752024680376053,2.0512428283691406,198999,-201.99929809570312,3.032135486602783,0.00073
27073,7,645.7911687799999,2030,100.0,203000,0.027467407286167145,-4.592927932739258,199999,-207.8102569580078,4.500438690185547,0.00073
27211,7,647.1967681,2040,100.0,204000,0.02584187313914299,-6.149843215942383,200999,-203.64312744140625,2.6274147033691406,0.00073
27349,7,647.68037652,2050,100.0,205000,0.02725239284336567,-2.505021333694458,201999,-213.13803100585938,2.8851728439331055,0.00073
27486,7,647.36882221,2060,100.0,206000,0.02687852457165718,-0.9251400232315063,202999,-216.49501037597656,2.5475640296936035,0.00073
27625,7,647.8921315600002,2070,100.0,207000,0.027184482663869858,-7.143139839172363,203999,-221.37103271484375,3.3476650714874268,0.00073
